"FIPS","Metro-Name","Population","PCT female","PCT 0-4","PCT 5-9","PCT 10-14","PCT 15-17","PCT 18-24","PCT 25-34","PCT 35-44","PCT 45-54","PCT 55-64","PCT 65-74","PCT 75-84","PCT 85 plus","PCT married","PCT less than HS","PCT BS plus","PCT MS plus","PCT unemployed","Median HH Income","Gini Index","PCT Occupied Housing","Median Gross Rent","Commute under 10","Commute 10-19","Commute 20-29","Commute 30-39","Commute 40-59","Commute 60-89","Commute 90 plus","PCT Health Insured","PCT Public HI","PCT Private HI"
42740,"Sedalia, Missouri",42309,50.89,6.82,6.39,7.59,4.21,8.64,13.12,11.39,13.23,12.97,8.42,4.74,2.48,51.88,16.23,17.69,6.31,5.79,43097,0.4444,87.55,695,24.48,39.49,14.36,9.37,4,1.97,1.99,86.68,36.45,62.53
43460,"Sikeston, Missouri",38858,51.51,6.48,6.76,6.63,3.89,8.48,11.99,11.55,13.84,13.31,10.02,5.04,2.02,51.72,16.51,13.64,5.45,5.96,41628,0.4624,88.8,624,21.14,35.28,18.49,11.54,6.51,1.44,1.97,88.01,41.24,60.25
44180,"Springfield, Missouri",455133,51.1,6.25,6.38,6.27,3.79,11.97,13.32,11.97,12.35,12.16,8.75,4.7,2.09,50.91,9.53,27.4,9.96,5.15,45326,0.4486,90.96,721,13.26,34.07,23.35,14.98,6.85,1.76,1.51,87.88,31.83,67.78
47660,"Warrensburg, Missouri",53941,48.29,6.43,5.8,5.81,3.63,21,13.95,10.27,10.94,10.39,6.83,3.72,1.21,48.71,7.98,28.38,11.21,6.95,50689,0.4029,90.27,754,28.43,27.44,12.2,10.34,8.89,5.43,1.99,90.59,25.85,76.87
48460,"West Plains, Missouri",40139,51.03,6.39,6.43,7.22,4.2,8.18,11.71,11.09,13.02,12.88,10.48,5.71,2.68,56.23,14.28,15.4,6.71,5,34984,0.4659,88.71,603,26.55,37.98,15.29,9.1,2.39,1.81,2.91,87.74,42.26,57.25
13740,"Billings, Montana",167545,50.75,6.28,6.8,6.42,3.77,8.1,13.43,12.24,12.83,13.9,9.29,4.71,2.22,52.59,6.99,30.23,9.27,3.57,57812,0.4582,91.2,822,16.11,44.1,21.18,7.25,3.36,1.89,1.48,89.58,31.18,71.75
14580,"Bozeman, Montana",100733,48.32,5.96,5.72,5.67,3.05,16.25,15.83,13.17,11.24,11.73,7.11,3.11,1.17,49.73,3.16,48.82,17,4.27,59397,0.4662,87.39,948,22.24,41.92,16.24,6.47,2.4,1.91,1.7,91.2,21.05,79.42
15580,"Butte-Silver Bow, Montana",34514,49.72,6.09,6.21,4.68,3.26,12.42,11,10.91,12.87,15.08,9.86,5.6,2.03,46.2,8.56,25.93,8.19,5.86,40480,0.4825,89.28,606,26.59,50.98,8.9,3.97,3.38,2.03,1.25,90.57,37.86,67.32
24500,"Great Falls, Montana",81816,49.57,6.72,6.47,5.94,3.36,9.89,14.01,10.81,12.06,13.35,9.68,5.6,2.12,53.53,8.09,27.32,9.03,4.58,46827,0.472,89.74,694,22.55,50.49,13.23,6,2.4,1.22,0.72,89.73,37.75,67.99
25740,"Helena, Montana",77915,50.13,5.46,6.3,5.93,3.86,7.96,11.96,11.63,13.6,16.29,10.69,4.13,2.19,52.9,4.83,36.81,12.84,3.54,61346,0.4085,88.15,814,20.93,44.79,16.34,6.6,3.04,1.41,1.07,92.3,33.35,73.86
28060,"Kalispell, Montana",96147,50.11,6.05,5.79,6.69,3.84,7.26,11.75,12,12.83,16.24,10.72,5.07,1.75,56.16,5.71,29.11,9.32,4.03,51410,0.4527,78.93,798,20.01,35.1,18.45,13.68,4.33,1.4,1.24,89.08,34.43,68.8
33540,"Missoula, Montana",114231,49.58,5.08,5.46,5.64,3.13,14.58,15.42,12.3,11.59,12.74,8.75,3.65,1.67,44.82,4.94,42.57,16.54,6.02,49412,0.4782,91.26,792,17.97,45.77,16.84,7.51,3.19,1.34,1.46,90.32,29.57,72.19
13100,"Beatrice, Nebraska",21632,50,5.76,5.27,7.23,3.9,6.85,10.41,11.52,13.69,15.03,9.84,6.92,3.6,59.46,10.14,20.33,5.72,3.25,52223,0.4007,88.8,656,27.27,30.1,12.22,10.6,11.65,2.32,1.04,94.93,33.68,76.52
18100,"Columbus, Nebraska",32875,49.32,7.21,6.6,7.96,4.24,8.68,11.78,11.43,12.59,13.19,8.55,5.53,2.23,57.52,11.24,21.5,6.67,3.86,58679,0.419,94.3,684,34.21,40.01,12.62,5.47,2.28,1.16,0.74,91.82,23.4,80.7
23340,"Fremont, Nebraska",36576,50.84,6.6,6.9,6.45,3.67,9.13,11.38,11.98,11.99,13.23,9.39,6.27,2.98,54.67,10.78,19.02,6.51,4.44,51748,0.43,90.36,719,32.62,31.64,10.85,9.69,9,2.56,1.16,88.99,34.02,70.32
24260,"Grand Island, Nebraska",84596,49.74,7.06,7.7,7.18,4.26,8.45,12.18,12.15,12.73,12.68,8.35,4.66,2.6,54.42,13.42,20.26,5.85,4.74,54479,0.4238,91.73,698,26.39,39.46,13.77,8.44,4.9,1.59,1.44,88.02,30,70.96
25580,"Hastings, Nebraska",31564,49.37,6.62,6.19,6.99,4.02,11.54,11.73,10.12,12.44,13.49,9.03,4.96,2.84,52.68,10.04,23.52,8.87,4.16,51721,0.4557,91.77,655,33.61,38.84,10.57,7.51,3.35,1,1.19,92.31,28.99,76.54
28260,"Kearney, Nebraska",55381,50.17,6.79,6.9,6.05,3.61,14.71,13.52,11.56,11.07,11.93,7.54,4.04,2.28,51.36,6.15,32.13,10.15,3.11,54709,0.4434,94.14,745,35.74,37.89,8.83,6.65,4.65,1.58,0.87,91.79,24.84,79.16
30420,"Lexington, Nebraska",25944,49.03,7.88,7.61,6.83,4.73,8.36,12.67,11.2,12.32,13.06,8.3,4.91,2.15,57.03,22.01,16.54,4.81,4.22,51923,0.4208,85.15,695,39.67,30.55,9.56,7.89,4.98,3.32,0.64,87.66,28.27,71.43
30700,"Lincoln, Nebraska",323402,49.79,6.6,6.54,6.38,3.52,15.09,14.08,12.07,11.33,11.53,7.44,3.66,1.75,48.21,6.67,37.33,13.35,3.81,56132,0.4452,94.89,784,16.11,41.03,22.57,9.7,4.39,1.88,0.91,91.83,24.72,78.5
35740,"Norfolk, Nebraska",48257,50.17,7.03,6.68,7.27,4.03,9.09,12.26,11.25,12.74,13.82,8.1,4.84,2.9,55.96,10.13,20.36,5.89,3.24,51740,0.4325,92.66,641,33.45,34.91,14.49,6.07,3.85,1.51,0.96,91.43,27.93,75.13
35820,"North Platte, Nebraska",36920,50.75,6.06,6.32,7.6,4.15,7.24,11.79,12.13,12.34,14.64,9.29,5.95,2.49,57.03,6.95,22.24,7.19,2.61,55832,0.4302,89.48,680,29.63,43.9,10.7,6.92,2.79,1.45,1.02,90.74,31.19,74.14
36540,"Omaha-Council Bluffs, Nebraska",791774,50.5,7.47,7.44,7.15,4.12,8.98,15.2,13.14,12.81,11.66,7.08,3.45,1.51,51.6,8.65,37.39,12.88,3.99,63186,0.444,93.14,879,13.36,35.75,27.18,13,4.78,1.33,0.89,91.23,24.82,76.43
42420,"Scottsbluff, Nebraska",38493,51.52,6.73,7.78,6.25,3.93,8.35,11.79,11.08,11.95,14.1,9.34,5.66,3.04,51.2,12.45,22.12,6.87,5.01,48063,0.4466,86.94,725,31.65,41.99,11.38,4.66,3.42,1.33,1.49,88.36,34.81,66.22
43580,"Sioux City, Nebraska",26294,50.64,8.06,7.85,7.27,4.99,9.17,12.7,11.13,12.27,12.14,8.39,3.9,2.11,58.4,23,14.07,4.66,6.43,53402,0.4178,92.54,684,30.16,38.08,13.61,8.21,4.53,1.14,0.85,86.09,29.68,67
16180,"Carson City, Nevada",54219,48.74,5.21,5.72,6.05,3.58,8.13,12.22,11.34,13.65,14.74,11.28,5.42,2.66,44.41,12.97,21.57,8.62,7.72,49341,0.4509,93.41,868,23.21,41.9,10.78,11.08,6.75,2.4,1.08,88.38,40.69,62.14
21220,"Elko, Nevada",54105,48.19,7.12,7.89,7.78,4.76,8.98,14.42,13.03,13.56,12.41,6.46,2.59,1,54.8,15.96,17.5,5.9,4.26,76094,0.3904,83.84,900,27.06,25.23,9.56,7.21,4.95,10.07,11.52,89.36,21.8,75.97
21980,"Fallon, Nevada",24022,49.31,7.17,7.48,5.09,3.52,8.73,13.14,10.32,13,13.87,10.74,5.38,1.57,55.28,10.59,18.3,5.76,7.82,46914,0.4181,89.57,792,30.69,32.8,12.77,6.17,4.64,7.98,1.69,86.09,38.2,64.56
22280,"Fernley, Nevada",52303,49.52,5.6,7.06,5.33,4.14,6.57,11.55,11.4,13.26,14.92,13.16,5.34,1.68,50.48,14.49,14.67,5.07,9.77,50920,0.3935,87.59,919,17.44,20.07,13.34,16.2,18.33,8.52,2.97,88.4,41.95,61.37
23820,"Gardnerville Ranchos, Nevada",47632,49.52,3.99,5.62,4.93,3.41,6.27,9.51,9.79,13.03,18.08,15.41,7.91,2.07,58.84,6.45,27.17,10.17,6.16,61176,0.4468,84.68,1094,16.3,31.4,15.61,11.69,10.59,4.4,2.49,89.21,38.77,72.1
29820,"Las Vegas-Henderson-Paradise, Nevada",2112436,50.01,6.44,6.74,6.56,3.91,8.7,14.88,14.02,13.46,11.59,8.56,3.88,1.25,44.28,14.72,23.29,7.75,8.3,54882,0.4544,85.44,1048,7.52,27.25,28.72,20.92,7.83,2.44,1.7,85.28,30.84,63.81
37220,"Pahrump, Nevada",43296,49.67,4.14,4.32,5.32,3.29,5.87,9.06,9.75,12.68,17.23,17.3,8.49,2.54,50.33,14.77,11.47,3.18,11.42,44225,0.4123,80.89,792,26.36,33.4,11.89,4.16,4.31,9.8,5.01,87.26,51.28,53.9
39900,"Reno, Nevada",449442,49.69,6.05,6.07,6.31,3.71,9.26,14.54,12.21,13.37,13.33,9.67,3.98,1.49,47.8,12.34,29.72,10.98,6.76,58654,0.462,90.75,946,11.76,37.75,24.35,12.2,5.74,2.37,1.52,88.23,31.14,67.98
49080,"Winnemucca, Nevada",17088,48.04,7.57,6.31,9.08,4.41,8.46,12.99,12.83,13.01,13.75,7.16,3.45,0.98,51.79,16.69,15.23,6.03,7.29,69324,0.3649,83.98,832,24.17,31.16,5.21,3.74,9.41,13.53,7.75,84.01,22.32,70.17
13620,"Berlin, New Hampshire",32119,47.31,3.94,4.7,4.68,3.38,6.92,10.78,11.42,15.25,17.02,12.36,6.26,3.27,50.89,11.73,18.25,5.89,6.1,45386,0.4294,64.58,711,28.24,29.45,14.58,7.11,9.44,3.07,2.41,90.32,45.45,62.21
14460,"Boston-Cambridge-Newton, New Hampshire",429031,50.65,4.72,5.5,5.92,3.83,10.23,11.53,11.88,16.01,15,9.3,4.31,1.78,53.91,5.68,39.24,14.7,4.35,79684,0.4258,91.93,1110,11.53,22.9,19.75,15.8,13.44,7.26,3.5,93.65,25.34,81.45
17200,"Claremont-Lebanon, New Hampshire",132353,50.73,4.39,4.8,5.27,3.3,11.34,11.47,10.69,13.85,15.88,11.1,5.46,2.45,49.22,8.07,34.82,16.27,3.94,60522,0.4611,70.26,900,20.67,27.85,16.96,14.9,9.69,2.75,2.05,91.1,33.66,71.68
18180,"Concord, New Hampshire",147958,50.75,4.8,5.51,5.67,3.82,9.61,11.46,11.93,15.21,15.4,9.57,4.41,2.61,52.3,6.71,35.16,14.07,4.01,69856,0.4216,88.83,1007,13.02,26.12,19.27,15.9,11.51,4.58,3,92.98,29.76,76.89
28300,"Keene, New Hampshire",76109,51.12,4.64,5.2,5.17,3.29,12.6,11.6,10.31,13.89,15.3,10.54,4.9,2.57,48.11,7.07,32.58,12.88,4.49,60148,0.4457,86.47,934,19.58,27.8,17.06,12.15,7.34,3.69,2.88,91.46,31.3,74.51
29060,"Laconia, New Hampshire",60383,50.81,4.45,5.21,5.83,3.66,7.2,10.32,11.01,15.05,16.96,12.28,5.19,2.84,54.15,7.62,31.47,11.98,4.93,65834,0.4281,64.43,933,16.04,27.09,16.05,14.69,13.63,4.73,2.85,90.91,35.92,71.02
31700,"Manchester-Nashua, New Hampshire",406371,50.35,5.36,5.94,6.06,3.97,8.9,12.84,12.53,15.82,14.18,8.44,4.08,1.88,51.57,8.21,36.53,13.17,4.79,75777,0.4252,93.41,1132,11.37,27.05,19,14.14,12.08,6.91,3.38,92.7,27.12,77.01
10900,"Allentown-Bethlehem-Easton, New Jersey",107088,51.23,4.72,5.59,6.39,4.2,8.74,10.54,11.73,16.65,14.89,9.37,4.6,2.57,53.13,9.21,31.65,11.06,7.39,75500,0.4212,91.16,1056,12.86,17.5,13.61,13.37,17.3,14.77,5.67,92.88,28.63,77.54
12100,"Atlantic City-Hammonton, New Jersey",272926,51.57,5.78,5.85,6.32,3.94,9.49,11.89,11.64,14.58,14.2,9.4,4.87,2.06,44.86,13.7,26.58,8.7,10.9,57514,0.4631,78.76,1070,12.94,32.41,23.92,12.9,7.46,4.98,2.89,88.91,35.9,65.68
35620,"New York-Newark-Jersey City, New Jersey",6641948,51.24,5.96,6.11,6.41,3.94,8.75,12.97,13.21,14.71,12.96,8.31,4.43,2.24,49.62,10.78,40.23,15.69,6.6,78961,0.4852,90.72,1293,8.66,22.18,17.94,15.9,14.55,11.03,5.31,89.78,28.86,71.18
36140,"Ocean City, New Jersey",94549,51.18,4.74,5.05,4.77,3.28,8.22,9.96,9.53,13.52,16.48,13.82,7.64,3,53.88,9.21,31.31,10.65,8.42,62332,0.4684,40.26,1086,19.79,33.07,20.05,8.76,6.76,3.61,3.49,93.28,39.1,73.65
37980,"Philadelphia-Camden-Wilmington, New Jersey",1315336,51.3,5.66,6.25,6.42,4.07,8.82,12.69,12.55,14.85,13.56,8.6,4.44,2.1,48.23,9.01,32.55,11.51,7.45,74521,0.4418,91.63,1109,10.42,24.12,20.1,16.87,14.44,7.56,3.03,93.21,30.82,75.28
45940,"Trenton, New Jersey",373362,51.07,5.65,5.82,6.21,3.85,11.5,12.57,13.04,14.43,12.79,7.87,4.13,2.14,46.46,12.14,41.48,19.91,7.49,77027,0.4966,89.72,1191,10.86,30.47,20.58,11.79,8.99,6.84,5.42,90.55,28.93,72.91
47220,"Vineland-Bridgeton, New Jersey",154952,48.66,6.6,7.11,6.2,3.85,8.72,14.64,13.31,13.48,11.88,8.11,4.09,2,38.99,22.11,14.35,4.35,8.98,50000,0.451,89.82,1003,15.45,34.08,18.2,12.03,10.87,6.04,1.66,87.88,42.27,57.39
10460,"Alamogordo, New Mexico",65130,48.6,6.86,6.78,6.38,3.71,11.16,14.29,10.88,11.51,12.07,9.26,5.24,1.87,48.19,15.51,18.31,8.13,9.3,43533,0.4454,74.96,818,23.79,36.65,19.98,7.38,5.67,2.08,1.35,88.09,49.57,54.35
10740,"Albuquerque, New Mexico",905049,50.85,5.93,6.4,6.75,3.94,9.17,14.22,12.51,12.93,13.13,9.01,4.4,1.62,44.61,11.85,31.23,13.76,7.04,50781,0.4641,89.68,850,10.88,30.96,24.15,16.18,8.43,3.01,1.6,89.25,41.6,59.24
16100,"Carlsbad-Artesia, New Mexico",56793,49.3,7.26,7.27,7.42,4.38,9.09,13.79,11.42,12.39,12.85,7.82,4.46,1.85,50.99,15.16,16.19,6.37,5.06,60703,0.4238,88.6,841,23.38,50.86,7.63,5.92,4.66,4.14,1.57,88.28,38.84,60.82
17580,"Clovis, New Mexico",50283,48.02,8.33,7.66,6.86,4,12.46,16.89,11.61,10.38,10.15,6.51,3.71,1.44,46.29,16.91,19.9,6.95,7.84,41941,0.4665,87.67,836,30.27,44.79,15.32,4.53,2.65,0.36,0.87,85.88,43.84,54.02
19700,"Deming, New Mexico",24319,50.42,7.39,7.75,7.41,3.9,9.62,11.23,9.78,11.07,11.51,11.13,7,2.22,45.71,32.95,14.14,5.51,11.44,27602,0.4805,81.05,549,34.53,35.55,10.22,5.17,3.37,4.37,2.26,85.55,61.35,36.64
21580,"Española, New Mexico",39455,50.99,6.8,6.94,5.84,4.35,8.64,11.44,11.34,12.88,14.41,10.27,5.06,2.03,40.38,14.7,18.46,6.48,8.9,33422,0.5244,64.26,597,15.61,21.71,9.61,20.11,22.55,4.87,1.66,86.23,49.13,48.68
22140,"Farmington, New Mexico",128221,50.45,7.22,8.04,7.72,4.51,9.09,13.9,12.02,11.92,12.44,7.57,3.85,1.72,44.73,16.32,14.55,6.25,9.56,49686,0.4535,82.81,778,16.76,32.46,17.04,15.33,7.92,5.08,2.74,83.11,43.54,49.53
23700,"Gallup, New Mexico",72849,51.67,8.09,8.03,8.7,4.83,10.82,14.02,11.42,11.96,11.05,6.51,3.39,1.19,33.86,25.25,10.83,4.9,16.14,30336,0.518,75.54,651,20.85,32.54,10.32,10.86,8.76,4.65,2.57,75.97,55.89,26.01
24380,"Grants, New Mexico",27049,49.43,7.04,6.39,6.69,3.99,9.37,14.03,12.86,11.91,13.01,8.45,4.65,1.62,37.91,19.33,12.37,3.77,15.96,36089,0.4483,80.21,611,24.76,30.43,10.57,8.38,10.02,4.85,3.47,85.29,58.6,38.82
26020,"Hobbs, New Mexico",69505,48.49,8.08,8.6,8.96,4.47,10.01,14.79,12.15,11.7,10.42,6.12,3.42,1.28,51.21,27.09,13.13,5.22,6.18,59285,0.4418,84.93,831,21.49,45.62,11.75,7.93,3.35,3.57,4.15,84.1,36.47,56.54
29740,"Las Cruces, New Mexico",213849,50.86,6.9,6.95,7.35,4.19,14.71,12.76,10.69,11,11.07,8.27,4.62,1.5,46.87,20.78,27.45,11.26,9.33,39114,0.4924,89.01,735,15.29,38.32,20.18,11.25,6.34,3.27,1.17,86.7,49.32,49.15
29780,"Las Vegas, New Mexico",28203,49.96,4.93,5,5.79,4.43,10.78,11.15,10.53,13.11,15.19,11.49,6.17,1.43,31.71,19.47,19.58,9.42,5.33,29168,0.5044,69.56,647,27.57,30.56,4.54,11.2,10.59,3.66,2.26,88,55.06,46.58
31060,"Los Alamos, New Mexico",18031,49.34,5.4,6.24,6.95,4.48,6.47,10.6,11.43,15.82,15.42,10.07,4.69,2.43,61.73,2.05,65.45,40.29,3.74,110190,0.3803,89.9,1004,16.23,56.96,15.6,3.22,3.46,0.84,0.76,95.68,20.41,90.68
38780,"Portales, New Mexico",19313,49.96,7.25,6.95,6.39,4.01,18.42,13.4,10.08,10.36,10.15,6.7,4.38,1.91,43.84,20.54,24.48,10.96,10.69,35928,0.4791,84.48,762,35.79,22.74,16.31,16.72,3.82,0.58,1.73,85.93,45.09,53.56
40740,"Roswell, New Mexico",65454,50.29,7.03,8.4,6.82,4.78,10.04,12.68,11.2,11.92,12.01,8.38,4.71,2.03,46.2,21.73,18.98,6.48,6.32,42177,0.4621,86.18,727,24.69,41.42,11.13,7.58,6.26,2.43,2.58,86.51,48.89,49.23
40760,"Ruidoso, New Mexico",19497,51.79,4.77,6.09,4.79,2.82,6.33,9.11,9.27,12.13,17.83,16.24,8.38,2.24,55.56,8.64,29.63,9.81,5.17,42145,0.4893,43.96,727,30.72,30.79,10.1,10.06,4.07,3.34,3.35,88.44,54.68,55.51
42140,"Santa Fe, New Mexico",147514,51.27,4.68,5.58,5.53,3.4,7.42,11.37,11.52,13.36,16.33,13.57,5.26,1.99,46.19,11.12,41.43,20.36,5.51,57945,0.4849,84.75,987,13.34,32.62,20.12,12.43,8.49,4.17,0.96,86.69,40.82,60.8
43500,"Silver City, New Mexico",28382,50.88,5.91,5.62,5.87,3.59,7.96,10.48,9.76,10.94,15.14,14.33,7.25,3.17,45.27,12.84,27,11.9,8.14,40470,0.458,79.41,679,27.94,37.17,16.05,7.4,4.03,1.25,1.05,95.31,55.81,57.63
45340,"Taos, New Mexico",32809,51.07,4.5,5.12,5.87,3.3,7.12,9.64,11.1,13.48,16.72,14.34,6.38,2.42,40.28,12.52,27.71,11.68,9.68,35314,0.4906,60.82,716,22.16,32.58,10.95,9.76,7.15,3.39,1.78,88.14,58.01,45.14
10580,"Albany-Schenectady-Troy, New York",881862,51.09,5.28,5.48,5.66,3.67,11.32,12.69,11.86,14.22,13.74,9.16,4.51,2.4,45.95,7.79,36.13,16.16,5.61,65743,0.443,86.67,956,12.23,30.77,23.7,15.98,9.48,2.43,1.35,95.36,33.01,77.08
11220,"Amsterdam, New York",49500,50.8,6.17,6.04,6.63,4.04,8.18,12.36,11.19,13.4,14.11,9.72,5.16,3.01,44.92,14.83,17.05,6.91,7.34,47449,0.4542,83.9,732,20.73,24.14,16.07,13,16.61,4.67,1.14,91.84,45.75,61.1
12180,"Auburn, New York",78319,48.76,5.05,5.53,5.77,3.91,8.91,12.17,11.58,14.78,14.91,9.81,4.95,2.61,47.06,12.39,22.45,8.9,5.92,54664,0.4267,85.21,715,19.59,30.67,16.26,12.47,11.84,4.01,1.74,93.51,37.95,72.38
12860,"Batavia, New York",58537,50.12,5.06,6.17,5.54,4.01,8.78,11.74,11.08,15.18,14.86,9.35,5.54,2.7,52.64,8.86,21.44,8.77,5.15,54033,0.4085,93.15,748,22.69,27.47,15.81,13.63,13.06,3.75,0.98,94.87,37.62,74.1
13780,"Binghamton, New York",245446,50.8,5.23,5.37,5.76,3.68,12.91,11.08,10.39,13.37,14.2,9.51,5.74,2.77,45.71,9.66,27.34,11.66,7.03,50673,0.4557,87.33,728,16.27,39.43,21.91,9.95,5.22,2.46,1.77,94.91,40.96,69.64
15380,"Buffalo-Cheektowaga-Niagara Falls, New York",1136670,51.56,5.4,5.45,5.94,3.78,9.64,13.44,11.09,13.92,14.32,9.26,5.09,2.67,44.91,8.89,31.1,13.66,5.62,53534,0.4619,90.21,763,13.54,32.73,25.85,15.23,6.93,1.8,1.14,95.59,38.66,71.77
18500,"Corning, New York",97539,50.23,5.68,6.09,6.33,4.02,7.99,11.39,11.48,14.21,14.86,10.08,5.56,2.29,50.77,10.09,22.57,11,6.96,50157,0.4531,81.74,691,21.94,29.3,19.46,12.07,7.89,4.34,1.63,92.77,41.48,67.16
18660,"Cortland, New York",48334,51.5,5.06,5.72,5.34,3.5,17.89,11.15,10.43,12.9,12.57,9.02,4.37,2.05,42.91,9.44,26.02,11.25,4.94,52451,0.4334,86.49,742,21.35,33.78,15.15,10.45,11.03,2.24,1.27,95.25,32.54,76.12
21300,"Elmira, New York",86883,50.49,5.87,5.72,6.47,3.74,8.99,12.08,11.83,13.8,14.24,9.48,4.92,2.86,48.2,9.55,25.13,11.58,5.35,51251,0.45,89.43,764,20.88,38.86,18,9.41,6.26,2.8,1.53,94.5,42.26,67.41
24020,"Glens Falls, New York",126884,49.67,4.69,5.45,5.37,3.65,8.01,11.66,11.47,15.28,15.37,11.08,5.56,2.4,48.54,9.9,24.69,11.01,5.62,56608,0.4292,74.34,856,18.31,29.12,16.69,14.05,10.31,5.76,2.05,93.61,40.5,70.69
24100,"Gloversville, New York",53955,50.15,5.04,5.98,5.73,3.8,7.81,11.84,11.79,15.24,14.6,10.34,5.02,2.81,49.22,13.04,17.67,7.9,7.63,48033,0.4267,77.7,734,19.03,29.44,18.4,10.04,10.98,7.69,2.31,92.84,44.02,65.1
26460,"Hudson, New York",61481,49.81,4.28,5.15,5.13,3.75,7.34,10.55,10.82,15.06,16.34,12.54,6.4,2.65,48.91,10.55,30.13,14.58,4.98,61093,0.4608,76.6,886,17.56,24.16,19.25,12.57,13.11,4.16,2.91,94.81,38.6,72.91
27060,"Ithaca, New York",104415,50.78,4.21,4.16,3.99,2.82,27.28,12.87,9.99,10.57,11.39,7.69,3.3,1.74,37.42,5.51,52.61,29.77,4.82,56200,0.4937,91.24,1055,17.68,36.63,23.2,9.47,4.19,1.62,0.87,95.02,26.4,79.32
27460,"Jamestown-Dunkirk-Fredonia, New York",130846,50.59,5.41,5.16,6.35,3.83,10.28,11.57,10.57,13.47,14.84,10.12,5.95,2.45,46.85,11.49,21.22,9.5,7.68,44304,0.4416,78.58,631,27.25,36.18,14.47,9.13,5.51,2.77,0.99,93.41,43.78,65.64
28740,"Kingston, New York",180129,50.38,4.48,4.96,5.44,3.43,9.71,11.98,11.7,15.14,15.16,10.6,5.26,2.14,46.71,9.34,31.38,14.19,7.13,61652,0.4553,82.3,1053,13.42,26.1,17.91,14.62,11.49,5.43,4.59,93.06,37.41,70.36
31660,"Malone, New York",51054,45.3,4.85,5.24,5.52,4,10.15,13.83,11.92,15.18,13.82,9.05,4.87,1.58,44.42,13.79,18.66,9.62,8.2,50733,0.4498,74.1,670,27.41,30.28,15.95,8.17,5.85,4.17,2.35,92.68,42.14,67.02
35620,"New York-Newark-Jersey City, New York",13494407,51.86,6.22,5.86,5.86,3.63,9.29,15.5,13.19,13.79,12.22,8,4.33,2.11,43.94,15.77,37.95,16.42,6.97,68734,0.5273,90.73,1362,5.99,16.19,14.42,17.78,18.88,15.58,6.98,91.41,37.44,63.87
36300,"Ogdensburg-Massena, New York",110817,49.12,5.37,5.65,6.04,3.44,14.42,11.93,10.86,13.18,13.34,8.99,4.64,2.14,44.63,11.93,23.11,11.56,8.8,48330,0.443,78.7,723,25.14,28.42,17.59,10.36,8.63,2.93,1.78,92.27,40.3,67.21
36460,"Olean, New York",78175,50.45,5.8,6.02,6.8,3.98,9.35,10.95,10.85,13.68,14.9,9.99,5.28,2.4,48.76,11.63,18.92,8.21,6.96,45571,0.4259,76.57,626,24.58,29.59,16.38,10.32,9.85,4.15,2.17,92.48,42.51,67.63
36580,"Oneonta, New York",60750,51.7,4.23,4.47,4.75,3.15,17.55,9.54,9.4,12.95,14.69,10.92,5.91,2.43,46.62,8.97,29.58,14.28,6.7,51254,0.4411,75.98,808,21.79,27.71,18.51,14.52,7.11,2.82,2.4,93.61,38.21,71.66
38460,"Plattsburgh, New York",81224,48.72,4.88,5.03,5.08,3.22,13.91,12.34,11.79,14.43,13.88,8.83,4.73,1.87,46.42,13.22,21.87,10.62,5.78,52759,0.4273,87.15,762,22.71,36.11,17.81,10.02,5.27,4.14,1.21,95.13,38.62,72.87
40380,"Rochester, New York",1080653,51.36,5.48,5.77,6.02,3.83,10.46,12.98,11.17,14.1,13.87,9.26,4.69,2.36,45.85,9.76,33.46,14.73,6.27,55256,0.4562,90.39,848,14.66,32.91,25.09,13.25,6.64,2.31,1.22,94.9,36.9,72.61
42900,"Seneca Falls, New York",34843,47.46,5.45,4.88,6.21,3.56,8.53,13.51,11.29,14.1,14.8,10.14,5.34,2.19,47.35,14.06,20.49,8.58,4.86,51601,0.4297,83.08,750,21.15,28.98,18.69,12.18,9.11,4.1,1.75,90.32,38.61,69.79
45060,"Syracuse, New York",659262,51.29,5.57,5.86,6.12,3.94,11.1,12.63,11.08,14.2,13.88,8.73,4.54,2.34,45.48,9.87,31.14,13.6,6.57,56305,0.4545,88.02,804,15.06,34.38,24.26,11.98,6.56,2.32,1.47,94.67,37.42,71.9
46540,"Utica-Rome, New York",295267,50.23,5.64,5.89,6,3.73,9.69,12,11.06,14.05,14,9.75,5.24,2.95,45.31,11.55,23.21,9.46,6.48,50814,0.448,83.37,720,19.28,34.8,19.66,10.83,7.03,2.61,1.43,94.69,44.2,66.07
48060,"Watertown-Fort Drum, New York",116567,47.34,8.09,6.83,6.06,3.47,12.91,16.88,11.52,11.58,10.43,7.06,3.6,1.56,52.64,9.74,21.44,9.05,7.97,50322,0.4196,72.56,966,25.65,34.75,18.68,9.43,4.21,1.15,1.1,93.61,38.47,69.11
10620,"Albemarle, North Carolina",60875,50.21,5.56,5.85,6.49,3.88,8.69,11.52,12.05,14.43,13.49,10.76,5.33,1.93,52.58,14.83,16.53,4.56,7.95,46017,0.4248,86.78,681,18.31,27.72,13.72,12.1,13.69,8.93,1.46,87.93,37.47,65.2
11700,"Asheville, North Carolina",445625,51.8,4.98,5.18,5.57,3.38,7.62,12.2,12.47,13.33,14.45,11.99,6.29,2.54,52.04,10.23,34.13,12.85,4.6,48159,0.4554,84.63,849,11.95,35.49,23.47,12.3,6.35,1.82,1.24,88.22,37.41,66.36
