"FIPS","Metro-Name","Population","PCT female","PCT 0-4","PCT 5-9","PCT 10-14","PCT 15-17","PCT 18-24","PCT 25-34","PCT 35-44","PCT 45-54","PCT 55-64","PCT 65-74","PCT 75-84","PCT 85 plus","PCT married","PCT less than HS","PCT BS plus","PCT MS plus","PCT unemployed","Median HH Income","Gini Index","PCT Occupied Housing","Median Gross Rent","Commute under 10","Commute 10-19","Commute 20-29","Commute 30-39","Commute 40-59","Commute 60-89","Commute 90 plus","PCT Health Insured","PCT Public HI","PCT Private HI"
700,"Albertville, Alabama",94738,50.63,6.72,6.7,7.19,4.25,8.38,12.25,12.49,13.03,12.43,9.9,5,1.66,53.54,20.02,17.73,6.1,6.52,41104,0.4816,85.21,615,19.58,34.88,13.59,9.59,11.79,5.6,2.58,84.61,38.86,59.59
760,"Alexander City, Alabama",40756,51.87,5.44,6.41,5.65,3.79,8.52,10.55,10.92,13.64,15.2,12.09,5.74,2.05,51.54,19.18,18.21,6.07,9.17,42181,0.4536,73.54,614,13.64,34.2,14.14,16.26,9.71,6.86,2.29,90.64,44.91,62.07
1500,"Anniston-Oxford-Jacksonville, Alabama",115527,51.88,5.67,6.05,6.24,4.04,9.63,12.93,12.1,13.16,13.72,9.76,4.93,1.77,48.37,16.78,17.87,7.62,10.07,43686,0.4629,84.05,645,14.19,28.68,22.39,16.2,8.68,3.9,2.75,89.56,40.4,66.44
2120,"Atmore, Alabama",37621,48.63,5.83,6.21,6.49,3.74,8.89,12.71,12.92,13.55,12.6,9.79,5.39,1.87,43.64,19.03,12.15,4.6,13.72,35026,0.4844,79.89,580,21.04,37.81,12.28,11.72,7.9,5.99,2.43,84.36,38.47,57.15
2220,"Auburn-Opelika, Alabama",156597,50.72,5.93,5.87,6.13,3.68,19.35,14.34,12.08,11.71,10.15,6.72,3.13,0.9,43.44,10.06,34.85,15.1,5.75,47564,0.5008,87.95,818,12.61,37.32,19.51,15.29,7.55,2.64,1.58,91.35,27.1,74.98
3820,"Birmingham-Hoover, Alabama",1144097,51.82,6.3,6.46,6.52,3.97,8.68,13.6,12.99,13.41,13.16,8.74,4.49,1.68,48.37,12.01,29.37,10.99,6.85,52088,0.4802,86.08,831,9.4,26.26,23.03,19.19,12.75,4.74,1.52,90.19,32.92,69.74
7980,"Columbus, Alabama",58480,51.4,7.38,7.94,5.79,3.87,8.83,15.7,12.45,12.93,12.14,7.79,3.87,1.32,43.73,17.1,16.88,6.31,9.7,38988,0.4591,83.51,759,7.84,30.39,25.8,19.89,10.04,1.78,1.41,86.2,39.41,59.5
8980,"Cullman, Alabama",81703,50.77,6.03,5.64,6.93,3.87,8.11,12.26,12.43,13.63,13.34,10.57,5.7,1.49,56.28,17.89,14.91,5.37,5.76,40997,0.4482,82.87,644,17.02,29.89,16.36,10.65,11.88,9.62,2.54,86.57,36.62,62.55
9300,"Daphne-Fairhope-Foley, Alabama",203360,51.06,5.66,6.15,6.39,3.94,7.54,11.19,12.47,13.59,14.05,11.46,5.66,1.9,52.41,9.79,30.74,10.3,5.5,52562,0.4618,69.2,904,9.86,26.83,18.78,18.47,13.36,5.3,1.76,89.21,34.88,69.56
9460,"Decatur, Alabama",152445,50.85,5.82,6.75,6.16,4.03,8.05,12.19,12.64,14.38,13.58,9.75,4.82,1.82,52.71,18.46,18.51,5.72,6.61,46725,0.4519,87.84,611,12.71,29.68,18.76,18.44,14.01,3.24,1.47,89.12,35.99,67.87
20,"Dothan, Alabama",147790,51.88,5.93,6.2,6.78,4.11,7.94,12.27,12.51,13.35,13.41,10.21,5.38,1.91,48.39,16.39,18.67,7,7.74,42431,0.4718,82.96,699,13.51,32.52,21.81,18.32,6.91,2.54,1.93,88.49,40.25,62.29
1460,"Enterprise, Alabama",51073,50.61,6.2,6.74,6.55,4.24,8.26,12.61,13.06,13.79,12.59,9.13,5.16,1.67,52.67,14.61,22.68,7.96,6.04,49821,0.4486,85.16,731,14.92,35.55,22.94,12.32,7.57,1.93,1.98,89.51,36.83,69.6
1640,"Eufaula, Alabama",26201,46.66,5.48,5.57,6.4,3.59,8.6,14.35,12.19,13.48,12.89,10.61,5.23,1.6,41.75,26.91,12.03,4.42,12.44,33368,0.4622,77.12,569,22.66,28.7,16.18,14.65,8.38,5.27,2.82,87.69,49.21,54.25
2520,"Florence-Muscle Shoals, Alabama",147025,52.11,5.32,6.07,5.55,3.78,10.18,11.78,11.41,13.26,13.76,10.79,5.91,2.19,50.87,14.88,21.1,8.19,6.69,45090,0.4526,85.53,640,13.71,36.27,19.36,12.64,8.79,5.05,2.32,90.35,36.65,70.02
2840,"Fort Payne, Alabama",71194,50.38,6,7.25,7.07,4.33,8.37,12.03,12.79,13.37,12.76,9.73,5.01,1.29,51.73,26.36,13,5.38,5.11,38842,0.4648,81.19,579,14.02,32.41,22.06,13.37,9.98,4.27,1.77,84.93,41.1,56.69
3460,"Gadsden, Alabama",103132,51.77,5.61,5.97,6.22,4.05,8.58,11.53,12.89,13.61,13.7,10.56,5.45,1.84,48.95,16.94,16.89,6.53,7.6,42064,0.4441,81.99,634,11.97,36.57,19.77,11.57,8.27,4.98,2.48,88.29,40.57,62.96
6620,"Huntsville, Alabama",444908,50.9,5.85,5.97,6.63,4.07,9.43,13.6,12.48,14.95,12.97,8.16,4.38,1.51,50.33,10.65,37.26,13.87,6.61,59583,0.4665,90.55,779,10.15,31.56,27.48,17.91,7.2,1.41,1.03,90.01,29.06,74.84
3660,"Mobile, Alabama",414328,52.22,6.55,6.48,6.71,4.12,9.55,13.63,11.98,12.97,13.07,8.9,4.27,1.76,44.37,13.73,23.03,7.79,7.47,45802,0.4729,84.27,828,8.17,29.75,22.51,22.04,8.87,3.06,1.45,87.94,37.2,62.86
3860,"Montgomery, Alabama",373507,52.18,6.38,6.72,6.45,4.04,9.9,13.93,12.94,13.19,12.45,8.21,4.25,1.54,44.21,14.14,28.56,11.3,7.3,49089,0.4711,86.86,847,11.04,33.21,24.48,17.36,7.22,2.08,1.62,89.92,36.56,67.21
7120,"Ozark, Alabama",49393,50.35,6.58,6.14,6.75,4.03,9.1,14.5,11.93,12.54,12.63,9.28,4.88,1.62,50.36,14.04,16.78,5.7,10.44,44711,0.4561,81.85,672,15.69,37.14,18.92,15.42,7.74,1.64,1.3,87.65,39.81,64.69
2460,"Scottsboro, Alabama",52326,50.86,5.28,6.28,6,4.02,7.68,10.98,12.56,13.85,14.61,11.34,5.68,1.72,55.15,18.62,13.39,4.77,7.74,39281,0.4537,81.41,607,16.26,27.67,16.84,14.06,14.76,6.42,1.68,89.35,40.69,65.2
2820,"Selma, Alabama",40755,53.85,6.17,6.84,7.16,4.55,9.39,11.68,11,12.66,14.28,9.59,5.12,1.55,35.7,18.72,14.19,6.06,13.73,30065,0.4974,81.18,599,19.83,41.13,12.32,9.82,6.89,6.5,2.28,87.89,50.39,49.54
5180,"Talladega-Sylacauga, Alabama",91843,51.42,5.14,5.8,6.44,3.94,8.76,11.94,12.73,13.82,14.36,10.27,5.04,1.77,46.26,19.97,13.23,5.09,10.16,38591,0.4529,81.32,596,15.66,29.81,18.29,14.24,10.17,6.54,2.48,89.84,43.9,62.2
5980,"Troy, Alabama",33287,52.24,5.57,5.67,5.19,3.26,21.26,13.19,10.25,10.5,10.86,8.33,4.66,1.26,36.83,18.95,24.72,9.82,8.69,35684,0.5169,76.73,637,13.98,32.96,24.84,14.35,4.7,4.1,0.51,91.17,35.86,67.1
6220,"Tuscaloosa, Alabama",239589,51.84,5.97,5.71,5.85,3.59,16.45,14.19,11.75,11.62,11.89,7.65,3.65,1.68,42.42,13.11,27.39,10.35,7.39,48344,0.4675,79.46,796,10.18,32.7,27.26,12.94,8.21,4.35,1.28,91.2,32.2,71.34
6740,"Valley, Alabama",33895,51.85,6.06,5.12,6.52,3.71,8.68,11.62,11.49,13.95,14.27,10.95,5.22,2.42,44.84,19.15,13.33,4.33,6.4,37342,0.4592,80.61,684,8.92,36.28,21.17,17.58,9.34,3.7,1.05,87.82,42.17,59.51
1260,"Anchorage, Alaska",399360,48.65,7.37,6.9,7.03,4.1,10.29,16.46,12.91,13.04,12.3,6.43,2.35,0.83,49.2,6.95,31.05,11.18,6.7,80724,0.4184,86.77,1237,14.91,39.71,20.06,8.47,6.02,4.18,2.32,86.02,27.79,68.71
1820,"Fairbanks, Alaska",100031,46.05,7.83,7.07,5.88,3.37,14.02,18.33,12.08,11.48,11.29,6.11,2.08,0.47,51.67,5.41,33.1,12.26,7.97,76250,0.3977,82.97,1272,18.46,41.98,21.49,10,2.7,0.95,1.73,89.85,23.88,77.5
7940,"Juneau, Alaska",32434,48.62,5.95,6.28,5.73,3.91,9.23,14.6,13.61,14.55,14.79,7.97,2.26,1.11,51.44,4,40.27,14.17,4.8,90749,0.3815,91.24,1181,22.01,45.5,18.53,6.59,1.66,0.38,1.03,88.39,24.11,77.44
8540,"Ketchikan, Alaska",13745,48.6,6.18,6.29,5.93,3.93,8.46,13.37,12.27,14.44,15.59,8.98,3.18,1.38,50.28,8.08,24.12,8,7.02,67321,0.4157,83.52,1139,35.38,36.62,16.61,6.25,1.45,0.71,0.31,85.86,32.96,66
2380,"Flagstaff, Arizona",138639,50.76,5.76,5.91,6.07,3.75,20.21,13.51,10.83,11.01,11.82,7.19,2.96,0.98,39.48,10.34,35.41,14.46,8.33,53523,0.4803,73.31,1079,26.44,40.82,11.59,6.93,4.64,2.54,2.26,86.33,31.25,63.94
9420,"Lake Havasu City-Kingman, Arizona",204691,49.59,4.49,4.9,5.51,3.32,6.58,9.92,9.28,12.08,15.91,16.37,9.08,2.56,49.93,15.32,12.33,4.41,10.12,41567,0.4451,74.11,786,24.31,40.59,13.42,7.11,5.58,3.04,2.86,87.68,55.25,52.21
5700,"Nogales, Arizona",46358,52.05,7.11,8.42,7.38,5.05,9.75,10.39,11.04,12.06,12.47,9.7,5.01,1.62,50.26,24.63,22.15,6.98,8.69,39630,0.487,85.61,627,14.1,35.89,20.64,11.07,6.02,5.22,2.34,87.35,49.44,50.18
7740,"Payson, Arizona",53145,50.54,5.71,5.65,5.74,3.28,6.94,9.51,8.51,11.62,16.04,15.88,8.64,2.49,51.35,15.03,19,7.32,11.66,41179,0.4442,64.88,767,30.87,34.36,12.9,7.38,3.28,2.44,3.76,87.59,54.92,53.72
8060,"Phoenix-Mesa-Scottsdale, Arizona",4561038,50.29,6.63,6.95,7,4.15,9.35,14.25,13.19,12.72,11.25,8.53,4.3,1.69,47.28,13.08,30.27,10.98,6.18,57935,0.4659,86.87,1032,9.39,25.23,22.24,17.92,12.56,4.81,1.53,87.86,33.9,64.38
9140,"Prescott, Arizona",220972,51.08,4.3,4.85,4.95,3.07,6.74,9.09,8.83,11.72,17.52,17.3,8.4,3.22,54.15,9.79,25.02,10.33,7.34,48259,0.4447,82.82,919,18.32,29.52,19.48,13.32,5.69,2.96,3.38,88.7,49,61.79
940,"Safford, Arizona",37700,46.33,7.52,7.61,7.65,4.64,10.64,15.05,12.63,11.14,10.25,7.39,4.03,1.44,44.07,14.15,14.12,5.04,12.18,48173,0.4149,82.23,793,28.7,34.14,11.24,5,6.62,9.02,1.94,91.17,42,59.48
3320,"Show Low, Arizona",107902,49.92,7.35,7.75,7.74,4.78,9.13,11.87,10.63,11.71,12.76,9.95,4.8,1.52,44.12,17.42,15.46,6.04,16.33,38798,0.4773,59.42,690,29.7,28.8,10.13,9.6,7.25,4.87,3.06,84.87,54.46,41.58
3420,"Sierra Vista-Douglas, Arizona",126516,49.34,6.14,6.32,6.03,3.69,8.65,12.96,10.7,11.69,13.42,11.84,6.61,1.96,51.95,12.92,23.63,8.87,7.64,47847,0.4449,81.05,805,21.35,32.87,20.82,9.23,6.11,3.41,1.78,91,47.59,64.71
6060,"Tucson, Arizona",1007257,50.79,5.87,6.05,6.03,3.72,12.11,12.4,11.37,11.69,12.62,10.3,5.65,2.19,45.15,11.83,31.62,13.39,8.45,48676,0.4725,87.79,861,10.43,27.74,23.35,18.43,10.74,2.88,1.59,89.04,40.05,62.22
9740,"Yuma, Arizona",204281,48.64,7.39,7.16,7.12,4.26,11.61,13.57,10.86,10.75,9.68,9.11,6.81,1.67,55.09,28.36,14.34,5.1,10.87,43253,0.4443,78.82,830,18.9,37.38,20.17,11.89,4.79,2.22,1.61,84.95,44.3,54.03
1660,"Arkadelphia, Arkansas",22495,52.45,5.24,5.16,5.53,3.25,22.21,9.44,10.86,11.16,11.57,8.47,4.77,2.34,44.93,11.82,26.38,9.96,4.49,37144,0.451,84.05,594,27.74,32.3,9.77,8.84,8.36,7.12,2.11,90.86,37.18,66.98
2900,"Batesville, Arkansas",37097,51.33,6.43,7.04,6.38,3.98,8.52,12.04,12.16,13.39,13.14,9.46,5.12,2.34,52.7,14.89,18.02,6.62,5.98,39945,0.4691,87.16,618,22.96,37.68,16.84,9.62,4.88,3.16,1.69,88.56,42.21,58.72
4180,"Blytheville, Arkansas",43534,51.69,7.19,7.42,7.32,4.74,9.23,12.96,11.86,12.94,12.54,8.09,4.16,1.55,43.87,17.66,12.17,4.19,11.56,36417,0.4755,83.92,619,29.53,33.67,14.98,11.22,5.42,2.73,1.17,89.27,48.34,51.25
5780,"Camden, Arkansas",29572,51.85,6.26,5.93,6.36,3.59,8.36,10.29,11.37,13.58,15.24,10.52,5.95,2.55,46.37,14.99,14.76,5.75,7.78,33107,0.4722,75.45,546,18.75,35.62,15.33,13.63,8.73,2.75,3.39,90.25,50.25,54.77
980,"El Dorado, Arkansas",40022,51.4,6.64,7.03,6.31,3.98,7.92,12.46,11.7,13.07,14.11,9.51,5.39,1.87,48.2,16.15,20.12,5.71,8.25,41106,0.4794,81.56,650,18.33,42.38,17.35,12.56,4.44,1.89,1.4,87.93,42.46,58.77
2220,"Fayetteville-Springdale-Rogers, Arkansas",491413,50.25,7.14,7.19,7.45,4.16,11.19,14.8,13.51,12.04,10.31,7.19,3.62,1.39,54.45,14.2,31.06,11.36,3.98,53207,0.4721,91.15,785,14.85,35.95,21.83,13.11,7.36,2.16,1.1,88.55,29.82,68
2620,"Forrest City, Arkansas",26688,45.05,6.33,5.56,6.47,3.93,8.45,14.52,14.29,12.9,12.94,8.8,4.57,1.23,38.28,21.26,9.52,4.12,10.02,33102,0.4649,84.86,593,26.53,35.69,9.77,9.85,7.3,6.06,0.7,87.75,53.33,44.26
2900,"Fort Smith, Arkansas",189481,51.04,6.47,6.83,7.01,4.26,8.94,12.84,12.59,13.28,12.69,8.93,4.47,1.68,52.73,16.33,17.54,5.48,5.79,41997,0.4702,89.4,659,15.66,39.93,21.57,11.8,5.76,1.6,1.5,88.09,41.88,59.14
5460,"Harrison, Arkansas",45110,50.84,5.77,6.13,6.38,4,7.47,11.05,11.49,13.24,14,11.8,6.11,2.56,57.2,15.53,16.13,5.71,5.73,40250,0.4342,83.32,617,21.31,34.96,14.75,12.13,7.74,2.73,2.36,91.12,47.9,59.29
5760,"Helena-West Helena, Arkansas",19518,52.81,7.31,6.17,8.38,4.52,9.67,10.44,10.61,12.07,13.89,9.78,4.93,2.24,37.57,24.18,11.32,4.41,15.67,26652,0.4972,76.87,571,37.7,31.92,7.6,8.93,5.42,4.43,2.04,86.94,57.99,40.79
6260,"Hope, Arkansas",30682,51.69,7,6.87,7.35,3.9,8.72,10.3,11.34,13.35,13.37,10.1,5.39,2.3,48.5,18.26,14.21,4.83,5.99,38119,0.4299,75.52,629,16.06,37.05,16.02,15.62,7.43,2.4,2.44,89.4,48.06,54.4
6300,"Hot Springs, Arkansas",97994,51.76,5.44,6.14,5.2,3.67,7.48,11.21,11.19,12.75,14.3,12.63,7.16,2.82,48.91,11.8,20.14,7.26,9.02,41672,0.4887,78.81,721,17.34,37.26,19.28,9.24,6.03,3.63,2.41,86.89,47.59,57.93
7860,"Jonesboro, Arkansas",128344,51.24,6.89,7.09,6.54,4.12,10.75,14.54,12.85,12.07,11.26,8.11,4.28,1.5,48.1,13.43,23.23,8.29,5.93,43649,0.4744,89.65,698,18.6,41.31,17.86,9.34,4.16,4.06,1.32,88.76,43.64,56.62
780,"Little Rock-North Little Rock-Conway, Arkansas",730346,51.51,6.58,6.96,6.37,3.96,9.71,14.37,13.04,12.71,12.27,8.39,3.99,1.65,47.65,9.83,29.73,10.93,5.45,51362,0.4662,86.98,805,12.31,31.27,23.83,15.69,9.59,2.88,1.15,90.4,36.41,66.7
1620,"Magnolia, Arkansas",23992,52.08,5.96,5.67,5.7,3.87,16.84,10.99,10.81,11.51,12.07,8.77,5.45,2.35,44.28,15.16,21.46,8.03,9.51,37072,0.4725,80.32,664,30.06,37.06,13.27,7.04,5.24,4.87,0.5,90.25,42.89,58.85
1680,"Malvern, Arkansas",33480,48.35,5.13,6.05,6.1,3.7,8.07,13.3,11.63,13.97,14.03,11.06,5.33,1.64,53.67,14.43,13.81,5.07,6.15,40626,0.4474,85.26,655,17.14,22.72,16.22,20.83,13.32,6.91,1.47,88.96,45.71,58.59
2820,"Memphis, Arkansas",49278,52.71,7.72,8.01,7.35,4.61,9.19,13.11,12.07,13.03,12.12,7.62,3.99,1.18,40.58,18.61,16.92,5.86,8.41,38558,0.4501,86,713,23.03,32.64,13.22,15.19,9.06,2.88,0.57,89.77,45.22,52.83
4260,"Mountain Home, Arkansas",41093,51.68,4.27,5.4,4.89,3.02,5.55,9.64,9.25,12.04,15.45,16.67,10.73,3.08,58.15,12.68,18.42,6.03,5.76,40072,0.445,80.68,667,26.02,37.8,18.5,9.71,2.86,0.89,0.95,92.44,51.93,64.11
7500,"Paragould, Arkansas",44197,50.66,6.34,7.41,6.33,4.24,9.1,12.9,13.25,13.32,11.79,9.12,4.44,1.75,55.18,13.39,16.13,5.24,7.01,45566,0.4147,90,717,21.43,34.86,14.22,15.36,8.03,2.56,1.3,91.01,42.35,61.65
8220,"Pine Bluff, Arkansas",93590,48.73,5.64,5.96,6.41,4.03,9.85,13.23,12.08,13.37,13.43,9.37,4.46,2.16,41.72,15.32,15.4,5.43,9.48,38547,0.4604,81.78,685,12.79,42.66,17.47,10.28,8.86,4.36,1.5,91.11,47.26,57.73
780,"Russellville, Arkansas",84973,50.46,6.29,6.55,6.64,3.72,12.65,12.62,11.29,12.91,12.14,8.71,4.61,1.88,48.53,17.36,19.93,6.65,7.1,40351,0.4592,85.45,644,22.34,36.22,19.06,9.26,5.8,2.2,1.51,89.38,40.37,61.4
2620,"Searcy, Arkansas",78706,50.89,6.52,6.69,6.44,4,11.95,12.79,11.44,13.22,11.59,8.9,4.63,1.82,52.75,15.44,20.79,8.66,6.21,44074,0.4668,87.15,686,18.41,34.47,12.99,10.5,11.7,6.98,1.89,89.76,40.24,62.27
5500,"Texarkana, Arkansas",56254,50.69,6.29,6.36,6.78,4.17,7.69,13.09,12.56,13.32,13.08,9.94,4.93,1.78,47.93,14.91,14.49,4.48,8.44,41106,0.4567,85.82,680,19.28,38.28,17.04,13.14,7.32,2.15,0.97,87.42,44.37,57.14
2540,"Bakersfield, California",878744,48.75,8.18,8.44,8,4.71,10.79,15.2,12.52,11.81,10.21,6.1,2.95,1.1,46.53,26.19,15.79,5.24,10.9,50826,0.462,90.27,933,12.28,36.5,22.08,12.05,7.18,4.14,2.6,88.77,44.49,52.23
7020,"Chico, California",225207,50.45,5.5,6.08,5.17,3.44,15.02,12.44,10.43,11.34,13.28,9.81,5.01,2.48,42.53,11.25,26.62,8.93,9.08,46516,0.4868,87.82,970,23.03,36.57,12.82,11.82,5.4,2.59,2.1,91.63,45.56,60.56
7340,"Clearlake, California",64095,50.4,5.62,5.72,5.49,3.65,7.15,10.98,10.29,13.07,16.87,12.82,6.23,2.1,45.99,15.29,15.34,5.45,11.23,40446,0.4691,73.65,914,16.41,24.08,11.86,11.92,10.75,6.47,5.98,88.15,57.4,47.52
8860,"Crescent City, California",27442,45.31,5.95,5.77,5.9,3.61,7.98,14.57,12.69,13.13,14.52,9.61,4.28,1.99,41.55,18.44,14.44,5.71,9.48,41287,0.481,85.21,826,32.69,41.34,10.39,6.74,1.8,0.36,1.08,91.95,53.85,52.77
940,"El Centro, California",179957,48.9,8.4,7.89,7.72,4.74,10.95,14.23,12.13,11.69,10.14,6.71,3.82,1.59,43.41,31.59,14.28,4.43,16.04,44779,0.4719,79.02,805,18.93,35.2,19.92,12.28,4.57,2.11,2.61,88.17,48.59,46.34
1700,"Eureka-Arcata-Fortuna, California",135490,50.17,5.45,5.7,5.05,3.25,13.12,13.56,12.28,11.36,14.17,9.91,4.25,1.89,40.04,9.45,29.43,10.09,8.94,43718,0.4682,86.23,914,24.18,35.42,16.25,9.28,3.91,2.03,1.5,87.75,46.76,55.29
3420,"Fresno, California",971616,50.12,8.13,8.17,7.83,4.61,10.69,15.04,12.24,11.61,10.27,6.55,3.25,1.61,44.07,25.33,20.12,6.8,10.36,48730,0.4801,92.52,931,11.91,36.18,23.74,12.35,6.46,3.11,1.98,88.33,46.88,51.25
5260,"Hanford-Corcoran, California",150183,44.75,7.86,7.8,7.43,4.32,11.41,16.58,13.7,12.2,9.23,5.48,2.89,1.1,44.74,27.08,13.05,3.78,9.66,49742,0.4391,93.35,918,19.96,32.23,15.21,12.04,9.63,3.33,2.63,89.68,42.99,55.63
1080,"Los Angeles-Long Beach-Anaheim, California",13261538,50.7,6.19,6.13,6.29,3.95,10.08,15.4,13.71,13.86,11.64,7.17,3.8,1.78,44.41,20.28,33.1,11.59,7.31,65331,0.497,94.15,1393,6.97,23.76,18.89,19.13,13.98,8.68,3.2,87.37,35.1,59.07
1460,"Madera, California",154440,51.71,7.57,7.98,7.56,4.57,10.1,13.76,12.57,11.77,11.05,7.89,3.79,1.39,49.35,28.39,13.84,4.53,8.25,48210,0.4503,88.76,980,14.78,29,14.26,18.87,11.91,5.27,2.31,88.31,51.62,47.77
2900,"Merced, California",267390,49.5,7.98,8.35,8.52,5.02,11.58,14.27,12.22,11.6,9.77,6.18,3.26,1.26,45.54,31.11,13.76,4.81,14.63,46338,0.4653,93.81,934,19.78,32.94,15.11,8.31,7.14,5.81,7.53,88.89,49.4,48.23
3700,"Modesto, California",535684,50.56,7.33,7.65,7.72,4.62,9.94,14.2,12.59,12.57,11.09,7.14,3.66,1.5,48.28,22.25,16.72,5.37,11.76,54260,0.4493,94.78,1049,15.26,30.01,17.53,12.68,8.41,4.27,7.27,90.84,44.1,56.15
4900,"Napa, California",141005,50.14,5.32,5.37,6.9,3.92,9.03,12.3,12.69,13.6,13.47,9.77,5.01,2.61,50.59,15.27,34.57,11.76,5.41,79637,0.4734,88.44,1541,17.1,32.29,15.36,11.8,8.52,6.45,2.91,92.55,32.68,74.01
7100,"Oxnard-Thousand Oaks-Ventura, California",847834,50.52,6.22,6.43,6.99,4.22,9.8,13.13,12.54,13.93,12.67,8.07,3.99,2,50.04,16.01,32.59,12.2,6.55,81972,0.4478,94.42,1643,10.78,26.63,23.4,15.17,9.85,5.38,3.05,89.16,31.46,67.74
9780,"Red Bluff, California",63247,50.27,6.13,6.69,7.03,4.07,7.92,11.58,11.1,13.25,13.73,10.77,5.43,2.3,51.7,15.96,14.37,4.62,10.14,42512,0.4513,86.67,812,18.88,30.01,17.34,15.3,7.13,3.43,3.26,91.18,50.86,54.72
9820,"Redding, California",178919,50.95,5.86,6.05,5.95,3.81,8.42,12.32,10.61,12.81,14.77,11.31,5.74,2.36,49.61,9.32,21.36,7.37,6.77,47258,0.4634,90.12,966,17.59,44.47,17.02,7.14,2.93,2.68,2.41,90.59,47.41,58.76
140,"Riverside-San Bernardino-Ontario, California",4476222,50.25,6.96,7.36,7.54,4.67,10.61,14.19,12.8,12.83,10.94,7.05,3.63,1.43,46.85,19.79,20.71,7.42,9.87,59173,0.4478,86.79,1215,9.41,25.13,17.69,15.04,11.84,9.54,6.35,88.03,39.54,56.36
900,"Sacramento--Roseville--Arden-Arcade, California",2268005,51.07,6.19,6.59,6.61,4.02,9.83,14.04,12.72,13.28,12.5,8.23,4.15,1.83,48.01,11.26,32.37,11.5,8.1,64407,0.464,91.16,1157,10.21,27.01,21.22,17.31,10.89,4.11,3.09,92.26,35.96,68.28
1500,"Salinas, California",433168,48.98,7.58,7.37,7.37,4.08,10.46,14.73,12.94,12.06,11.02,7.09,3.51,1.81,46.37,28.8,23.92,9.45,6.03,63249,0.4595,89.61,1338,10.64,35.97,24.12,12.76,7.48,2.6,1.87,86.34,39.05,56.56
1740,"San Diego-Carlsbad, California",3283665,49.72,6.48,6.06,6,3.64,10.91,16.28,13.2,12.91,11.56,7.33,3.77,1.84,47.4,13.3,37.36,14.36,7.06,70588,0.4666,92.97,1467,8.16,27.68,23.27,17.3,10.36,4.22,2.01,89.6,31.36,67.72
1860,"San Francisco-Oakland-Hayward, California",4641820,50.61,5.61,5.71,5.59,3.3,8.17,15.93,14.5,14.2,12.6,8.22,4.14,2.05,48.28,11.47,47.43,19.29,5.82,92714,0.4884,94.39,1673,6.42,21.44,16.97,17.29,16.46,11.14,4,93.57,29.44,74.36
1940,"San Jose-Sunnyvale-Santa Clara, California",1969897,49.62,6.28,6.42,6.5,3.67,8.69,15.54,14.72,14.2,11.44,7.01,3.79,1.73,52.98,12.68,49.17,22.7,5.77,105809,0.4637,95.74,1940,6.83,24.88,23.05,18.6,12.68,6.65,2.53,93.71,26.63,75.31
2020,"San Luis Obispo-Paso Robles-Arroyo Grande, California",280119,49.24,4.87,5.24,4.9,3.11,15.55,11.58,10.65,11.89,14.13,10.5,5.34,2.24,48.36,9.53,34,12.85,4.85,67175,0.4518,87.4,1326,18.13,31.8,19.5,12.59,6.52,2.53,2.2,91.45,32.78,73.36
2100,"Santa Cruz-Watsonville, California",273263,50.36,5.4,5.42,5.68,3.39,15.11,12.21,11.73,12.88,13.95,8.89,3.59,1.75,44.54,13.59,39.75,16.12,6.74,73663,0.4784,90.48,1552,13.14,29.98,15.23,12.08,11.88,7.26,2.95,91.73,33.14,69.61
2200,"Santa Maria-Santa Barbara, California",442996,49.9,6.45,6.17,6.13,3.67,16,13.28,11.3,11.54,11.2,7.63,4.34,2.3,44.77,19.56,33.27,13.46,6.57,68023,0.4826,92.71,1496,19.68,39.82,15.05,9.4,5.73,3.18,1.34,87.97,35.51,63.94
2220,"Santa Rosa, California",500943,51.02,5.23,5.75,5.81,3.57,8.72,13.06,12.29,13.52,14.66,10.51,4.6,2.29,47.58,12.32,33.85,12.17,5.93,71769,0.4584,91.41,1456,14.65,30.28,18.28,12.99,7.95,5.63,3.32,91.55,34.87,70.59
3760,"Sonora, California",53899,48,4.47,5.14,4.27,2.91,7.27,11.83,10.11,12.6,17.33,14.06,7.14,2.87,51.5,9.28,20.57,7.47,7.9,54325,0.4755,70.84,961,16.89,33.48,17.21,9.95,4.99,5.36,5.66,93.35,47.31,66.27
4700,"Stockton-Lodi, California",724153,50.25,7.26,7.78,7.91,4.72,10.07,13.7,12.87,12.75,10.99,6.99,3.44,1.52,47.86,21.56,18.08,5.77,10.1,57813,0.455,93.54,1100,12.16,28.39,17.73,11.33,8.58,9.32,8.45,90.35,41.49,58.12
5000,"Susanville, California",31470,33.95,4.5,3.91,4.92,2.65,12.78,19.57,14.17,12.98,11.82,7.62,3.68,1.42,44.48,17.66,12.4,4.55,7.45,54083,0.4312,74.05,942,20.73,35.32,16.34,9.48,7.61,2.32,2.38,92.95,39.51,68.98
6020,"Truckee-Grass Valley, California",98838,50.7,4.26,4.77,5.23,3.32,6.53,9.84,10.81,12.53,18.3,14.82,6.51,3.08,53.29,6.45,35.83,12.98,7.33,60610,0.4639,75.64,1217,17.97,30.73,15.27,9.95,7.44,4.85,3.39,90.29,42.74,66.53
